Rank,Company,Sector,Industry,Profitable,Founder_is_CEO,FemaleCEO,Growth_in_Jobs,Change_in_Rank,Gained_in_Rank,Dropped_in_Rank,Newcomer_to_the_Fortune500,Number_of_employees,MarketCap_Updated_M,Revenues_M,RevenuePercentChange,Profits_M,Assets_M,CEO,HeadquartersCity,HeadquartersState,Website,CompanyType
375,Huntington Bancshares,Financials,Commercial Banks,yes,no,no,yes,91,yes,no,no,19955.0,20309.0,10837.0,36.3,1951.0,189368.0,Stephen D. Steinour,Columbus,Ohio,https://www.huntington.com,Public
376,Erie Insurance Group,Financials,Insurance: Property and Casualty (Mutual),no,no,no,yes,38,yes,no,no,6510.0,-,10812.5,16.3,-526.6,27515.2,Timothy G. NeCastro,Erie,Pennsylvania,https://www.erieinsurance.com,Private
377,Carvana,Retailing,"Automotive Retailing, Services",yes,yes,no,no,-69,no,yes,no,13700.0,16944.0,10771.0,-20.8,450.0,7071.0,Ernest C. Garcia III,Tempe,Arizona,https://www.carvana.com,Public
378,Hess,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,-20,no,yes,no,1756.0,46884.0,10645.0,-8.0,1382.0,24007.0,John B. Hess,New York,New York,https://www.hess.com,Public
379,Dana,Motor Vehicles & Parts,Motor Vehicles & Parts,yes,no,no,no,8,yes,no,no,41800.0,1841.0,10555.0,3.9,38.0,7965.0,James K. Kamsickas,Maumee,Ohio,https://www.dana.com,Public
380,Alcoa,Materials,Metals,no,no,no,yes,-49,no,yes,no,13600.0,6067.0,10551.0,-15.3,-651.0,14155.0,William F. Oplinger,Pittsburgh,Pennsylvania,https://www.alcoa.com,Public
381,Equitable Holdings,Financials,"Insurance: Life, Health (stock)",yes,no,no,yes,-83,no,yes,no,10700.0,12532.0,10528.0,-24.9,1302.0,276814.0,Mark Pearson,New York,New York,https://www.equitableholdings.com,Public
382,KLA,Technology,Semiconductors and Other Electronic Components,yes,no,no,yes,34,yes,no,no,15105.0,94470.0,10496.1,13.9,3387.3,14072.4,Richard P. Wallace,Milpitas,California,https://www.kla.com,Public
383,Darden Restaurants,"Hotels, Restaurants & Leisure",Food Services,yes,no,no,yes,19,yes,no,no,187384.0,19960.0,10487.8,8.9,981.9,10241.5,Ricardo Cardenas,Orlando,Florida,https://www.darden.com,Public
384,Autoliv,Motor Vehicles & Parts,Motor Vehicles & Parts,yes,no,no,yes,45,yes,no,no,66434.0,9810.0,10475.0,18.5,488.0,8332.0,Mikael Bratt,Auburn Hills,Michigan,https://www.autoliv.com,Public
385,Alaska Air Group,Transportation,Airlines,yes,no,no,yes,13,yes,no,no,24610.0,5408.0,10426.0,8.1,235.0,14613.0,Benito Minicucci,Seattle,Washington,https://www.alaskaair.com,Public
386,KeyCorp,Financials,Commercial Banks,yes,no,no,yes,73,yes,no,no,17692.0,14663.0,10397.0,27.9,967.0,188281.0,Christopher M. Gorman,Cleveland,Ohio,https://www.key.com,Public
387,Las Vegas Sands,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",yes,no,no,yes,326,yes,no,yes,38550.0,38840.0,10372.0,139.1,1221.0,21778.0,Robert G. Goldstein,Las Vegas,Nevada,https://www.sands.com,Public
388,Owens & Minor,Health Care,Wholesalers: Health Care,no,no,no,no,2,yes,no,no,22200.0,2123.0,10334.0,3.8,-41.3,5093.3,Edward A. Pesicka,Mechanicsville,Virginia,https://www.owens-minor.com,Public
389,Hilton Worldwide Holdings,"Hotels, Restaurants & Leisure","Hotels, Casinos, Resorts",yes,no,no,yes,42,yes,no,no,178000.0,53788.0,10235.0,16.7,1141.0,15401.0,Christopher J. Nassetta,McLean,Virginia,https://www.hilton.com,Public
390,Ebay,Technology,Internet Services and Retailing,yes,no,no,yes,3,yes,no,no,12300.0,27340.0,10112.0,3.2,2767.0,21620.0,Jamie Iannone,San Jose,California,https://www.ebay.com,Public
391,Arthur J. Gallagher,Financials,Diversified Financials,yes,no,no,yes,52,yes,no,no,52118.0,54584.0,10071.9,17.8,969.5,51615.8,J. Patrick Gallagher Jr.,Rolling Meadows,Illinois,https://www.ajg.com,Public
392,LPL Financial Holdings,Financials,Securities,yes,no,no,yes,48,yes,no,no,7372.0,19736.0,10052.8,16.9,1066.3,10385.5,Dan H. Arnold,San Diego,California,https://www.lpl.com,Public
393,Cincinnati Financial,Financials,Insurance: Property and Casualty (Stock),yes,no,no,yes,141,yes,no,yes,5426.0,19456.0,10013.4,52.7,1843.3,32769.5,Stephen M. Spray,Fairfield,Ohio,https://www.cinfin.com,Public
394,Toll Brothers,Engineering & Construction,Homebuilders,yes,no,no,no,-12,no,yes,no,4800.0,13477.0,9994.9,-2.7,1372.1,12527.0,Douglas C. Yearley Jr.,Fort Washington,Pennsylvania,https://www.tollbrothers.com,Public
395,Motorola Solutions,Technology,Network and Other Communications Equipment,yes,no,no,yes,23,yes,no,no,21000.0,59142.0,9978.0,9.5,1709.0,13336.0,Gregory Q. Brown,Chicago,Illinois,https://www.motorolasolutions.com,Public
396,Airbnb,Technology,Internet Services and Retailing,yes,yes,no,yes,54,yes,no,no,6907.0,106740.0,9917.0,18.1,4792.0,20645.0,Brian Chesky,San Francisco,California,https://www.airbnb.com,Public
397,Intercontinental Exchange,Financials,Securities,yes,yes,no,yes,4,yes,no,no,13222.0,78695.0,9903.0,2.8,2368.0,136084.0,Jeffrey C. Sprecher,Atlanta,Georgia,https://www.ice.com,Public
398,News Corp.,Media,"Publishing, Printing",yes,no,no,no,-17,no,yes,no,25000.0,15120.0,9879.0,-4.9,149.0,16921.0,Robert J. Thomson,New York,New York,https://www.newscorp.com,Public
399,Chipotle Mexican Grill,"Hotels, Restaurants & Leisure",Food Services,yes,no,no,yes,39,yes,no,no,116068.0,79707.0,9871.6,14.3,1228.7,8044.4,Scott Boatwright,Newport Beach,California,https://www.chipotle.com,Public
400,Vertex Pharmaceuticals,Health Care,Pharmaceuticals,yes,no,yes,yes,27,yes,no,no,5400.0,107975.0,9869.2,10.5,3619.6,22730.2,Reshma Kewalramani,Boston,Massachusetts,https://www.vrtx.com,Public
401,Biogen,Health Care,Pharmaceuticals,yes,no,no,no,-15,no,yes,no,7570.0,31344.0,9835.6,-3.3,1161.1,26844.8,Christopher A. Viehbacher,Cambridge,Massachusetts,https://www.biogen.com,Public
402,GXO Logistics,Transportation,Transportation and Logistics,yes,no,no,no,21,yes,no,no,109000.0,6412.0,9778.0,8.7,229.0,9507.0,Malcolm Wilson,Greenwich,Connecticut,https://www.gxo.com,Public
403,SpartanNash,Wholesalers,Wholesalers: Food and Grocery,yes,no,no,no,-4,no,yes,no,13500.0,700.0,9729.2,0.9,52.2,2355.6,Tony B. Sarsam,Grand Rapids,Michigan,https://www.spartannash.com,Public
404,Burlington Stores,Retailing,Specialty Retailers: Apparel,yes,no,no,yes,30,yes,no,no,44050.0,14841.0,9727.5,11.8,339.6,7706.8,Michael B. O?Sullivan,Burlington,New Jersey,https://www.burlingtoninvestors.com,Public
405,Thrivent Financial for Lutherans,Financials,"Insurance: Life, Health (Mutual)",yes,no,yes,yes,7,yes,no,no,3810.0,-,9720.3,4.0,347.2,115628.7,Teresa J. Rasmussen,Minneapolis,Minnesota,https://www.thrivent.com,Private
406,NVR,Engineering & Construction,Homebuilders,yes,no,no,no,-30,no,yes,no,6300.0,25904.0,9687.3,-8.4,1591.6,6601.8,Eugene J. Bredow,Reston,Virginia,https://www.nvrinc.com,Public
407,Owens Corning,Materials,"Building Materials, Glass",yes,no,no,no,-12,no,yes,no,18000.0,14510.0,9677.0,-0.9,1196.0,11237.0,Brian D. Chambers,Toledo,Ohio,https://www.owenscorning.com,Public
407,Westinghouse Air Brake Technologies,Industrials,Industrial Machinery,yes,no,no,yes,46,yes,no,no,29000.0,25790.0,9677.0,15.7,815.0,18988.0,Rafael O. Santana,Pittsburgh,Pennsylvania,https://www.wabteccorp.com,Public
409,Oshkosh,Industrials,Construction and Farm Machinery,yes,no,no,yes,46,yes,no,no,17300.0,8178.0,9657.9,16.6,598.0,9129.2,John C. Pfeifer,Oshkosh,Wisconsin,https://www.oshkoshcorp.com,Public
410,Global Payments,Business Services,Financial Data Services,yes,no,no,yes,15,yes,no,no,27000.0,34095.0,9654.4,7.6,986.2,50570.2,Cameron M. Bready,Atlanta,Georgia,https://www.globalpaymentsinc.com,Public
411,Lululemon athletica,Retailing,Specialty Retailers: Apparel,yes,no,no,yes,50,yes,no,no,38000.0,49225.0,9619.3,18.6,1550.2,7091.9,Calvin McDonald,Sumner,Washington,https://www.lululemon.com,Public
412,Albemarle,Chemicals,Chemicals,yes,no,no,yes,81,yes,no,no,9000.0,15483.0,9617.2,31.4,1573.5,18270.7,J. Kent Masters,Charlotte,North Carolina,https://www.albemarle.com,Public
413,JetBlue Airways,Transportation,Airlines,no,no,yes,yes,4,yes,no,no,21310.0,2524.0,9615.0,5.0,-310.0,13853.0,Joanna  Geraghty,Long Island City,New York,https://www.jetblue.com,Public
414,Seaboard,"Food, Beverages & Tobacco",Food Production,yes,no,no,yes,-50,no,yes,no,12847.0,3131.0,9562.0,-15.0,226.0,7566.0,Robert L. Steer,Merriam,Kansas,https://www.seaboardcorp.com,Public
415,Constellation Brands,"Food, Beverages & Tobacco",Beverages,no,no,no,no,15,yes,no,no,9400.0,49683.0,9452.6,7.2,-71.0,24662.3,William A. Newlands,Victor,New York,https://www.cbrands.com,Public
416,Graphic Packaging Holding,Materials,"Packaging, Containers",yes,no,no,no,-7,no,yes,no,23500.0,8931.0,9428.0,-0.1,723.0,11175.0,Michael P. Doss,Atlanta,Georgia,https://www.graphicpkg.com,Public
417,Hertz Global Holdings,Retailing,"Automotive Retailing, Services",yes,no,no,yes,18,yes,no,no,27000.0,2391.0,9371.0,7.9,616.0,24605.0,Gil  West,Estero,Florida,https://www.hertz.com,Public
418,FM Global,Financials,Insurance: Property and Casualty (Stock),yes,no,no,yes,290,yes,no,yes,5667.0,-,9359.0,113.1,3748.5,34479.0,Malcolm C. Roberts,Johnston,Rhode Island,https://www.fmglobal.com,Private
419,Campbell Soup,"Food, Beverages & Tobacco",Food Consumer Products,yes,no,no,no,23,yes,no,no,14500.0,13251.0,9357.0,9.3,858.0,12058.0,Mark A. Clouse,Camden,New Jersey,https://www.campbellsoupcompany.com,Public
420,Expeditors Intl. of Washington,Transportation,Transportation and Logistics,yes,no,no,no,-175,no,yes,no,18452.0,17249.0,9300.1,-45.5,752.9,4523.8,Jeffrey S. Musser,Seattle,Washington,https://www.expeditors.com,Public
421,A-Mark Precious Metals,Wholesalers,Wholesalers: Diversified,yes,no,no,yes,37,yes,no,no,421.0,701.0,9286.6,13.8,156.4,1545.6,Gregory N. Roberts,El Segundo,California,https://www.amark.com,Public
422,Booz Allen Hamilton Holding,Technology,Information Technology Services,yes,no,no,yes,30,yes,no,no,31900.0,19260.0,9258.9,10.7,271.8,6550.7,Horacio D. Rozanski,McLean,Virginia,https://www.boozallen.com,Public
423,Quest Diagnostics,Health Care,Health Care: Pharmacy and Other Services,yes,no,no,no,-32,no,yes,no,44000.0,14783.0,9252.0,-6.4,854.0,14022.0,James E. Davis,Secaucus,New Jersey,https://www.questdiagnostics.com,Public
424,Altice USA,Telecommunications,Telecommunications,yes,no,no,no,-27,no,yes,no,10600.0,1191.0,9237.1,-4.3,53.2,31923.6,Dennis Mathew,Long Island City,New York,https://www.alticeusa.com,Public
425,PVH,Apparel,Apparel,yes,no,no,no,-3,no,yes,no,23000.0,8386.0,9217.7,2.1,663.6,11172.9,Stefan Larsson,New York,New York,https://www.pvh.com,Public
426,Eastman Chemical,Chemicals,Chemicals,yes,no,no,no,-49,no,yes,no,14000.0,11786.0,9210.0,-12.9,894.0,14633.0,Mark J. Costa,Kingsport,Tennessee,https://www.eastman.com,Public
427,Insight Enterprises,Technology,Information Technology Services,yes,no,yes,yes,-48,no,yes,no,14437.0,6046.0,9175.8,-12.0,281.3,6286.4,Joyce A. Mullen,Chandler,Arizona,https://www.insight.com,Public
428,Regions Financial,Financials,Commercial Banks,yes,no,no,yes,55,yes,no,no,20101.0,19333.0,9153.0,21.5,2074.0,152194.0,John M. Turner Jr.,Birmingham,Alabama,https://www.regions.com,Public
429,Beacon Roofing Supply,Wholesalers,Wholesalers: Diversified,yes,no,no,yes,20,yes,no,no,8063.0,6218.0,9119.8,8.2,435.0,6207.7,Julian G. Francis,Herndon,Virginia,https://www.becn.com,Public
430,Rockwell Automation,Industrials,"Electronics, Electrical Equip.",yes,no,no,yes,46,yes,no,no,29000.0,33384.0,9058.0,16.7,1387.4,11304.0,Blake D. Moret,Milwaukee,Wisconsin,https://www.rockwellautomation.com,Public
431,Polaris,Transportation,Transportation Equipment,yes,no,no,yes,-7,no,yes,no,18500.0,5655.0,9014.8,0.3,502.8,5516.3,Michael T. Speetzen,Medina,Minnesota,https://www.polaris.com,Public
432,ServiceNow,Technology,Computer Software,yes,no,no,yes,67,yes,no,no,22668.0,156292.0,8971.0,23.8,1731.0,17387.0,William R. McDermott,Santa Clara,California,https://www.servicenow.com,Public
433,Sanmina,Technology,Semiconductors and Other Electronic Components,yes,yes,no,no,38,yes,no,no,36000.0,3468.0,8935.0,12.8,310.0,4874.0,Jure Sola,San Jose,California,https://www.sanmina.com,Public
434,UGI,Energy,Utilities: Gas and Electric,no,no,no,yes,-46,no,yes,no,10500.0,5142.0,8928.0,-11.7,-1502.0,15401.0,Mario  Longhi,King of Prussia,Pennsylvania,https://www.ugicorp.com,Public
435,WEC Energy Group,Energy,Utilities: Gas and Electric,yes,no,no,no,-31,no,yes,no,7000.0,25935.0,8893.0,-7.3,1331.7,43939.7,Scott J. Lauber,Milwaukee,Wisconsin,https://www.wecenergygroup.com,Public
436,BrightSpring Health Services,Health Care,Health Care: Pharmacy and Other Services,no,no,no,no,0,no,no,yes,35000.0,1861.0,8826.2,14.3,-154.6,5532.7,Jon B. Rousseau,Louisville,Kentucky,https://www.brightspringhealth.com,Public
437,Cintas,Business Services,Diversified Outsourcing Services,yes,no,no,yes,36,yes,no,no,44500.0,69695.0,8815.8,12.2,1348.0,8546.4,Todd M. Schneider,Cincinnati,Ohio,https://www.cintas.com,Public
438,Commercial Metals,Materials,Metals,yes,no,no,yes,-10,no,yes,no,13022.0,6800.0,8799.5,-1.3,859.8,6639.1,Peter R. Matt,Irving,Texas,https://www.cmc.com,Public
439,Continental Resources,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,-32,no,yes,no,1457.0,22342.0,8731.7,-7.8,3095.8,22387.4,Robert D. Lawler,Oklahoma City,Oklahoma,https://www.clr.com,Private
440,Chesapeake Energy,Energy,"Mining, Crude-Oil Production",yes,no,no,no,-90,no,yes,no,1000.0,11619.0,8721.0,-25.7,2419.0,14376.0,Domenic J. Dell'Osso Jr.,Oklahoma City,Oklahoma,https://www.chk.com,Public
441,CenterPoint Energy,Energy,Utilities: Gas and Electric,yes,no,no,no,-28,no,yes,no,8827.0,18035.0,8696.0,-6.7,917.0,39715.0,Jason P. Wells,Houston,Texas,https://www.centerpointenergy.com,Public
442,NGL Energy Partners,Energy,Pipelines,yes,no,no,no,25,yes,no,no,638.0,763.0,8694.9,9.4,51.4,5456.1,H. Michael Krimbill,Tulsa,Oklahoma,https://www.nglenergypartners.com,Public
443,DoorDash,Technology,Internet Services and Retailing,no,yes,no,yes,88,yes,no,yes,19300.0,55640.0,8635.0,31.2,-558.0,10839.0,Tony Xu,San Francisco,California,https://ir.doordash.com,Public
444,NOV,Energy,"Oil and Gas Equipment, Services",yes,no,no,yes,57,yes,no,yes,33676.0,7691.0,8583.0,18.6,993.0,11294.0,Clay C. Williams,Houston,Texas,https://www.nov.com,Public
445,Zoetis,Health Care,Pharmaceuticals,yes,no,yes,yes,18,yes,no,no,14100.0,77476.0,8544.0,5.7,2344.0,14286.0,Kristin C. Peck,Parsippany,New Jersey,https://www.zoetis.com,Public
446,J.M. Smucker,"Food, Beverages & Tobacco",Food Consumer Products,no,no,no,no,19,yes,no,no,5800.0,13364.0,8529.2,6.6,-91.3,14991.4,Mark T. Smucker,Orrville,Ohio,https://www.jmsmucker.com,Public
447,Microchip Technology,Technology,Semiconductors and Other Electronic Components,yes,no,no,yes,75,yes,no,yes,22600.0,48478.0,8438.7,23.7,2237.7,16370.3,Ganesh Moorthy,Chandler,Arizona,https://www.microchip.com,Public
448,Dover,Industrials,Industrial Machinery,yes,no,no,no,-3,no,yes,no,25000.0,24342.0,8438.1,-0.8,1056.8,11348.5,Richard J. Tobin,Downers Grove,Illinois,https://www.dovercorporation.com,Public
449,Diamondback Energy,Energy,"Mining, Crude-Oil Production",yes,no,no,yes,-49,no,yes,no,1023.0,35363.0,8412.0,-12.8,3143.0,29001.0,Travis D. Stice,Midland,Texas,https://www.diamondbackenergy.com,Public
450,Avery Dennison,Materials,"Packaging, Containers",yes,no,no,no,-29,no,yes,no,35000.0,17976.0,8364.3,-7.5,503.0,8209.8,Dean M. Stander,Mentor,Ohio,https://www.averydennison.com,Public
451,PPL,Energy,Utilities: Gas and Electric,yes,no,no,yes,19,yes,no,no,6629.0,20306.0,8312.0,5.2,740.0,39236.0,Vincent Sorgi,Allentown,Pennsylvania,https://www.pplweb.com,Public
452,ON Semiconductor,Technology,Semiconductors and Other Electronic Components,yes,no,no,no,2,yes,no,no,30050.0,31430.0,8253.0,-0.9,2183.7,13215.2,Hassane S. El-Khoury,Scottsdale,Arizona,https://www.onsemi.com,Public
453,ARKO,Retailing,Specialty Retailers: Other,yes,no,no,yes,7,yes,no,no,13481.0,662.0,8238.8,1.4,34.4,3650.4,Arie Kotler,Richmond,Virginia,https://www.arkocorp.com,Public
454,Par Pacific Holdings,Energy,Petroleum Refining,yes,no,no,yes,38,yes,no,no,1814.0,2199.0,8232.0,12.4,728.6,3864.0,William  Monteleone,Houston,Texas,https://www.parpacific.com,Public
455,APA,Energy,"Mining, Crude-Oil Production",yes,no,no,no,-114,no,yes,no,2271.0,10367.0,8192.0,-32.5,2855.0,15244.0,John J. Christmann IV,Houston,Texas,https://www.apacorp.com,Public
456,Equinix,Financials,Real estate,yes,no,no,yes,41,yes,no,no,13151.0,78094.0,8188.1,12.7,969.2,32650.7,Charles J. Meyers,Redwood City,California,https://www.equinix.com,Public
457,New York Community Bancorp,Financials,Commercial Banks,no,no,no,yes,0,no,no,yes,8766.0,2569.0,8178.0,249.6,-79.0,114057.0,Joseph M. Otting,Hicksville,New York,https://www.mynycb.com,Public
458,Foot Locker,Retailing,Specialty Retailers: Apparel,no,no,yes,no,-26,no,yes,no,30591.0,2693.0,8168.0,-6.7,-330.0,6868.0,Mary N. Dillon,New York,New York,https://www.footlocker.com/corp,Public
459,Ingredion,"Food, Beverages & Tobacco",Food Production,yes,no,no,no,9,yes,no,no,11600.0,7666.0,8160.0,2.7,643.0,7642.0,James P. Zallie,Westchester,Illinois,https://www.ingredion.com,Public
460,Newell Brands,Household Products,"Home Equipment, Furnishings",no,no,no,no,-52,no,yes,no,24600.0,3334.0,8133.0,-14.0,-388.0,12163.0,Christopher H. Peterson,Atlanta,Georgia,https://www.newellbrands.com,Public
461,ABM Industries,Business Services,Diversified Outsourcing Services,yes,no,no,no,14,yes,no,no,123000.0,2824.0,8096.4,3.7,251.3,4933.7,Scott B. Salmirs,New York,New York,https://www.abm.com,Public
462,Securian Financial Group,Financials,"Insurance: Life, Health (stock)",yes,no,no,no,105,yes,no,yes,5565.0,-,8067.0,30.6,226.6,73457.5,Christopher M. Hilger,St. Paul,Minnesota,https://www.securian.com,Private
463,Prologis,Financials,Real estate,yes,yes,no,yes,112,yes,no,yes,2574.0,120460.0,8023.5,34.3,3059.2,93020.8,Hamid R. Moghadam,San Francisco,California,https://www.prologis.com,Public
464,Blackstone,Financials,Diversified Financials,yes,yes,no,yes,-20,no,yes,no,4735.0,93883.0,8022.8,-5.8,1390.9,40287.5,Stephen A. Schwarzman,New York,New York,https://www.blackstone.com,Public
465,Skechers U.S.A.,Apparel,Apparel,yes,yes,no,yes,23,yes,no,no,13550.0,9390.0,8000.3,7.5,545.8,7547.4,Robert Greenberg,Manhattan Beach,California,https://www.skechers.com,Public
466,Masco,Household Products,"Home Equipment, Furnishings",yes,no,no,no,-30,no,yes,no,18000.0,17335.0,7967.0,-8.2,908.0,5363.0,Keith J. Allman,Livonia,Michigan,https://www.masco.com,Public
467,Rush Enterprises,Retailing,"Automotive Retailing, Services",yes,no,no,yes,40,yes,no,yes,8449.0,4164.0,7925.0,11.6,347.1,4364.2,W.M. Rush,New Braunfels,Texas,https://www.rushenterprises.com,Public
468,Franklin Resources,Financials,Securities,yes,no,yes,no,-12,no,yes,no,9200.0,14802.0,7849.4,-5.1,882.8,30121.2,Jennifer M. Johnson,San Mateo,California,https://www.franklinresources.com,Public
469,ODP,Retailing,Specialty Retailers: Other,yes,no,no,no,-23,no,yes,no,20000.0,1943.0,7831.0,-7.8,139.0,3886.0,Gerry P. Smith,Boca Raton,Florida,https://www.theodpcorp.com,Public
470,American Financial Group,Financials,Insurance: Property and Casualty (Stock),yes,no,no,yes,40,yes,no,yes,8500.0,11418.0,7827.0,11.2,852.0,29787.0,Carl H. Lindner lll/S. Craig Lindner,Cincinnati,Ohio,https://www.afginc.com,Public
471,Packaging Corp. of America,Materials,"Packaging, Containers",yes,no,no,no,-24,no,yes,no,14900.0,17034.0,7802.4,-8.0,765.2,8681.1,Mark W. Kowlzan,Lake Forest,Illinois,https://www.packagingcorp.com,Public
472,Vulcan Materials,Materials,"Building Materials, Glass",yes,no,no,no,22,yes,no,no,10961.0,36100.0,7781.9,6.4,933.2,14545.7,J. Thomas Hill,Birmingham,Alabama,https://www.vulcanmaterials.com,Public
473,Interactive Brokers Group,Financials,Securities,yes,no,no,yes,263,yes,no,yes,2932.0,47328.0,7776.0,90.4,600.0,128423.0,Milan Galik,Greenwich,Connecticut,https://www.interactivebrokers.com,Public
474,Williams-Sonoma,Retailing,Specialty Retailers: Other,yes,no,yes,no,-37,no,yes,no,15000.0,20358.0,7750.7,-10.6,949.8,5273.5,Laura J. Alber,San Francisco,California,https://www.williams-sonomainc.com,Public
475,XPO,Transportation,Transportation and Logistics,yes,no,no,no,3,yes,no,no,39450.0,14169.0,7744.0,0.3,189.0,7492.0,Mario A. Harik,Greenwich,Connecticut,https://www.xpo.com,Public
476,Weyerhaeuser,Materials,Forest and Paper Products,yes,no,no,yes,-91,no,yes,no,9318.0,26201.0,7674.0,-24.6,839.0,16983.0,Devin W. Stockfish,Seattle,Washington,https://www.weyerhaeuser.com,Public
477,Genworth Financial,Financials,"Insurance: Life, Health (stock)",yes,no,no,yes,9,yes,no,no,2700.0,2826.0,7488.0,-0.3,76.0,90817.0,Thomas J. McInerney,Richmond,Virginia,https://www.genworth.com,Public
